Company,NewsID,Year,male_sup_num,white_sup_num,total_sup_num,male_num,white_num,total_num,maleSupers,whiteSupers,male,white
The Sacramento Bee,45,2012,15,19,24,87,102,134,62.5%,79.2%,64.9%,76.1%
The Sacramento Bee,45,2013,16,18,24,81,90,121,66.7%,75.0%,66.9%,74.4%
The Sacramento Bee,45,2014,13,14,20,63,64,89,65.0%,70.0%,70.8%,71.9%
The San Bernardino County Sun,46,2001,18,20,22,52,62,80,81.8%,90.9%,65.0%,77.5%
The San Bernardino County Sun,46,2002,17,20,21,49,55,72,81.0%,95.2%,68.1%,76.4%
The San Bernardino County Sun,46,2003,12,19,20,46,55,74,60.0%,95.0%,62.2%,74.3%
The San Bernardino County Sun,46,2004,12,16,18,44,55,73,66.7%,88.9%,60.3%,75.3%
The San Bernardino County Sun,46,2005,14,17,20,53,65,80,70.0%,85.0%,66.3%,81.3%
The San Bernardino County Sun,46,2007,10,17,18,51,61,78,55.6%,94.4%,65.4%,78.2%
The San Bernardino County Sun,46,2009,11,11,14,34,36,48,78.6%,78.6%,70.8%,75.0%
The San Bernardino County Sun,46,2012,4,7,7,15,14,21,57.1%,100.0%,71.4%,66.7%
The San Bernardino County Sun,46,2013,1,2,2,7,7,11,50.0%,100.0%,63.6%,63.6%
The San Diego Union-Tribune,48,2003,38,47,55,218,278,326,69.1%,85.5%,66.9%,85.3%
The San Diego Union-Tribune,48,2004,38,52,60,208,265,319,63.3%,86.7%,65.2%,83.1%
The San Diego Union-Tribune,48,2005,42,55,63,210,271,327,66.7%,87.3%,64.2%,82.9%
The San Diego Union-Tribune,48,2006,6,12,14,190,250,306,42.9%,85.7%,62.1%,81.7%
The San Diego Union-Tribune,48,2007,32,44,52,209,274,329,61.5%,84.6%,63.5%,83.3%
The San Diego Union-Tribune,48,2008,34,48,56,186,229,281,60.7%,85.7%,66.2%,81.5%
The San Diego Union-Tribune,48,2009,34,44,51,171,206,268,66.7%,86.3%,63.8%,76.9%
The San Diego Union-Tribune,48,2010,19,25,30,109,133,163,63.3%,83.3%,66.9%,81.6%
San Francisco Examiner,49,2003,6,11,12,19,30,37,50.0%,91.7%,51.4%,81.1%
The Examiner.San Francisco,49,2013,6,7,8,14,18,21,75.0%,87.5%,66.7%,85.7%
San Francisco Chronicle,50,2001,73,89,102,300,358,431,71.6%,87.3%,69.6%,83.1%
San Francisco Chronicle,50,2002,52,66,78,295,357,424,66.7%,84.6%,69.6%,84.2%
San Francisco Chronicle,50,2003,38,52,63,251,317,378,60.3%,82.5%,66.4%,83.9%
San Francisco Chronicle,50,2004,52,69,79,262,355,415,65.8%,87.3%,63.1%,85.5%
San Francisco Chronicle,50,2005,64,79,94,242,297,357,68.1%,84.0%,67.8%,83.2%
San Francisco Chronicle,50,2006,53,69,82,251,329,388,64.6%,84.1%,64.7%,84.8%
San Francisco Chronicle,50,2007,46,57,67,222,286,343,68.7%,85.1%,64.7%,83.4%
San Francisco Chronicle,50,2008,37,45,59,171,203,254,62.7%,76.3%,67.3%,79.9%
San Francisco Chronicle,50,2009,36,43,55,171,200,253,65.5%,78.2%,67.6%,79.1%
San Francisco Chronicle,50,2010,25,33,42,116,148,181,59.5%,78.6%,64.1%,81.8%
San Francisco Chronicle,50,2012,31,40,48,108,133,167,64.6%,83.3%,64.7%,79.6%
San Jose Mercury News,51,2001,57,65,94,209,242,349,60.6%,69.1%,59.9%,69.3%
San Jose Mercury News,51,2002,46,48,75,181,209,306,61.3%,64.0%,59.2%,68.3%
San Jose Mercury News,51,2003,49,52,79,190,215,322,62.0%,65.8%,59.0%,66.8%
San Jose Mercury News,51,2004,47,55,79,183,214,316,59.5%,69.6%,57.9%,67.7%
San Jose Mercury News,51,2005,49,60,81,172,195,287,60.5%,74.1%,59.9%,67.9%
San Jose Mercury News,51,2006,38,43,62,142,152,226,61.3%,69.4%,62.8%,67.3%
San Jose Mercury News,51,2007,38,45,66,138,158,233,57.6%,68.2%,59.2%,67.8%
San Jose Mercury News,51,2008,26,30,41,108,118,169,63.4%,73.2%,63.9%,69.8%
San Jose Mercury News,51,2009,7,9,11,95,109,142,63.6%,81.8%,66.9%,76.8%
San Jose Mercury News,51,2010,15,14,20,59,66,84,75.0%,70.0%,70.2%,78.6%
San Jose Mercury News,51,2011,18,18,24,56,61,77,75.0%,75.0%,72.7%,79.2%
San Jose Mercury News,51,2012,19,17,25,58,60,83,76.0%,68.0%,69.9%,72.3%
The San Mateo County Times,53,2001,3,3,3,13,24,27,100.0%,100.0%,48.1%,88.9%
The San Mateo County Times,53,2002,3,3,3,15,28,29,100.0%,100.0%,51.7%,96.6%
The San Mateo County Times,53,2003,8,9,9,34,44,47,88.9%,100.0%,72.3%,93.6%
The San Mateo County Times,53,2005,3,3,3,13,24,27,100.0%,100.0%,48.1%,88.9%
The San Mateo County Times,53,2006,2,3,3,13,23,27,66.7%,100.0%,48.1%,85.2%
The San Mateo County Times,53,2007,1,2,3,13,18,23,33.3%,66.7%,56.5%,78.3%
The San Mateo County Times,53,2008,3,3,3,11,12,14,100.0%,100.0%,78.6%,85.7%
The Marin Independent Journal,55,2001,7,13,13,30,43,48,53.8%,100.0%,62.5%,89.6%
The Marin Independent Journal,55,2002,9,14,14,30,43,48,64.3%,100.0%,62.5%,89.6%
The Marin Independent Journal,55,2003,9,14,14,33,41,46,64.3%,100.0%,71.7%,89.1%
Marin Independent Journal,55,2008,9,9,10,26,32,35,90.0%,90.0%,74.3%,91.4%
Marin Independent Journal,55,2009,4,4,5,23,25,29,80.0%,80.0%,79.3%,86.2%
Marin Independent Journal,55,2010,7,7,8,22,23,26,87.5%,87.5%,84.6%,88.5%
Marin Independent Journal,55,2011,7,7,8,20,20,24,87.5%,87.5%,83.3%,83.3%
Marin Independent Journal,55,2012,5,5,6,20,21,25,83.3%,83.3%,80.0%,84.0%
Santa Barbara News-Press,56,2001,11,9,13,36,46,56,84.6%,69.2%,64.3%,82.1%
Santa Barbara News-Press,56,2002,11,10,13,36,45,53,84.6%,76.9%,67.9%,84.9%
Santa Barbara News-Press,56,2003,9,10,12,33,46,54,75.0%,83.3%,61.1%,85.2%
The Press Democrat,58,2004,15,21,21,61,77,88,71.4%,100.0%,69.3%,87.5%
The Press Democrat,58,2006,15,18,19,63,79,90,78.9%,94.7%,70.0%,87.8%
The Union Democrat,59,2001,2,3,3,8,17,17,66.7%,100.0%,47.1%,100.0%
The Union Democrat,59,2002,2,3,3,7,17,17,66.7%,100.0%,41.2%,100.0%
The Union Democrat,59,2003,1,4,4,4,18,18,25.0%,100.0%,22.2%,100.0%
The Union Democrat,59,2004,1,3,3,7,21,21,33.3%,100.0%,33.3%,100.0%
The Union Democrat,59,2005,2,3,3,7,20,20,66.7%,100.0%,35.0%,100.0%
The Union Democrat,59,2010,2,2,2,6,11,12,100.0%,100.0%,50.0%,91.7%
The Union Democrat,59,2012,2,3,4,5,12,13,50.0%,75.0%,38.5%,92.3%
The Union Democrat,59,2013,1,1,1,3,8,10,100.0%,100.0%,30.0%,80.0%
The Union Democrat,59,2014,2,2,3,6,9,11,66.7%,66.7%,54.5%,81.8%
Daily Breeze,60,2001,10,13,13,45,59,63,76.9%,100.0%,71.4%,93.7%
Daily Breeze,60,2007,8,10,10,50,70,74,80.0%,100.0%,67.6%,94.6%
Daily Breeze,60,2008,5,8,9,45,72,78,55.6%,88.9%,57.7%,92.3%
Daily Breeze,60,2009,5,6,6,41,43,52,83.3%,100.0%,78.8%,82.7%
Daily Breeze,60,2010,4,5,6,23,29,33,66.7%,83.3%,69.7%,87.9%
Los Angeles Daily News,61,2001,25,40,42,89,124,143,59.5%,95.2%,62.2%,86.7%
Los Angeles Daily News,61,2002,20,32,34,90,116,137,58.8%,94.1%,65.7%,84.7%
Los Angeles Daily News,61,2003,21,34,36,95,123,147,58.3%,94.4%,64.6%,83.7%
Los Angeles Daily News,61,2004,20,30,32,90,117,140,62.5%,93.8%,64.3%,83.6%
Los Angeles Daily News,61,2005,17,25,27,84,105,126,63.0%,92.6%,66.7%,83.3%
Los Angeles Daily News,61,2006,16,25,26,74,91,108,61.5%,96.2%,68.5%,84.3%
Los Angeles Daily News,61,2007,13,23,24,77,96,119,54.2%,95.8%,64.7%,80.7%
Los Angeles Daily News,61,2008,17,28,29,69,86,108,58.6%,96.6%,63.9%,79.6%
Daily News,61,2009,13,15,19,52,59,79,68.4%,78.9%,65.8%,74.7%
Daily News,61,2010,6,8,10,29,36,43,60.0%,80.0%,67.4%,83.7%
Daily News,61,2011,5,8,10,29,32,40,50.0%,80.0%,72.5%,80.0%
Daily News,61,2014,23,25,36,153,154,230,63.9%,69.4%,66.5%,67.0%
Ventura County Star,62,2001,12,16,17,66,87,102,70.6%,94.1%,64.7%,85.3%
Ventura County Star,62,2002,10,14,15,62,84,94,66.7%,93.3%,66.0%,89.4%
Ventura County Star,62,2003,18,21,24,65,86,97,75.0%,87.5%,67.0%,88.7%
Ventura County Star,62,2004,21,24,29,64,83,102,72.4%,82.8%,62.7%,81.4%
Ventura County Star,62,2005,19,21,26,61,82,104,73.1%,80.8%,58.7%,78.8%
Ventura County Star,62,2006,13,21,26,53,78,97,50.0%,80.8%,54.6%,80.4%
Ventura County Star,62,2009,6,13,14,29,43,56,42.9%,92.9%,51.8%,76.8%
Ventura County Star,62,2010,6,12,13,32,48,61,46.2%,92.3%,52.5%,78.7%
Ventura County Star,62,2012,7,10,11,34,43,56,63.6%,90.9%,60.7%,76.8%
Ventura County Star,62,2013,6,12,12,27,42,53,50.0%,100.0%,50.9%,79.2%
Ventura County Star,62,2014,7,10,11,26,39,48,63.6%,90.9%,54.2%,81.3%
Register-Pajaronian,63,2005,1,1,1,7,8,10,100.0%,100.0%,70.0%,80.0%
Register-Pajaronian,63,2007,1,1,1,4,8,8,100.0%,100.0%,50.0%,100.0%
Register-Pajaronian,63,2008,1,1,1,5,6,6,100.0%,100.0%,83.3%,100.0%
Register-Pajaronian,63,2009,1,1,1,3,4,4,100.0%,100.0%,75.0%,100.0%
Register-Pajaronian,63,2010,1,1,1,3,5,5,100.0%,100.0%,60.0%,100.0%
Register-Pajaronian,63,2011,1,1,1,3,4,4,100.0%,100.0%,75.0%,100.0%
Register-Pajaronian,63,2012,2,1,2,5,5,6,100.0%,50.0%,83.3%,83.3%
Register-Pajaronian,63,2013,2,4,4,7,8,10,50.0%,100.0%,70.0%,80.0%
Register-Pajaronian,63,2014,2,3,3,7,7,8,66.7%,100.0%,87.5%,87.5%
Daily Camera,65,2001,12,15,15,38,62,67,80.0%,100.0%,56.7%,92.5%
Daily Camera,65,2002,10,12,12,33,57,60,83.3%,100.0%,55.0%,95.0%
Daily Camera,65,2003,10,13,13,30,53,56,76.9%,100.0%,53.6%,94.6%
Daily Camera,65,2004,9,14,14,29,51,53,64.3%,100.0%,54.7%,96.2%
Daily Camera,65,2005,9,15,15,35,56,60,60.0%,100.0%,58.3%,93.3%
Daily Camera,65,2006,9,14,14,32,53,58,64.3%,100.0%,55.2%,91.4%
Daily Camera,65,2007,6,10,10,32,51,54,60.0%,100.0%,59.3%,94.4%
Daily Camera,65,2009,5,9,9,21,33,34,55.6%,100.0%,61.8%,97.1%
Daily Camera,65,2012,15,18,19,55,85,89,78.9%,94.7%,61.8%,95.5%
The Denver Post,67,2001,28,35,41,139,173,205,68.3%,85.4%,67.8%,84.4%
The Denver Post,67,2002,29,34,43,139,175,209,67.4%,79.1%,66.5%,83.7%
The Denver Post,67,2003,30,33,43,150,185,226,69.8%,76.7%,66.4%,81.9%
The Denver Post,67,2004,28,34,42,136,197,240,66.7%,81.0%,56.7%,82.1%
The Denver Post,67,2005,34,39,48,161,194,238,70.8%,81.3%,67.6%,81.5%
The Denver Post,67,2006,33,39,46,166,197,244,71.7%,84.8%,68.0%,80.7%
The Denver Post,67,2007,29,38,42,150,184,225,69.0%,90.5%,66.7%,81.8%
The Denver Post,67,2008,23,27,31,130,159,193,74.2%,87.1%,67.4%,82.4%
The Denver Post,67,2009,22,26,32,122,157,184,68.8%,81.3%,66.3%,85.3%
The Denver Post,67,2010,21,23,29,127,159,187,72.4%,79.3%,67.9%,85.0%
The Denver Post,67,2011,24,28,34,137,168,199,70.6%,82.4%,68.8%,84.4%
The Denver Post,67,2012,24,29,35,144,187,219,68.6%,82.9%,65.8%,85.4%
The Denver Post,67,2013,24,32,37,125,166,189,64.9%,86.5%,66.1%,87.8%
The Denver Post,67,2014,16,21,25,104,135,157,64.0%,84.0%,66.2%,86.0%
Denver Rocky Mountain News,68,2001,25,34,37,128,164,185,67.6%,91.9%,69.2%,88.6%
Rocky Mountain News,68,2002,29,37,39,141,185,203,74.4%,94.9%,69.5%,91.1%
Rocky Mountain News,68,2003,30,40,41,136,184,201,73.2%,97.6%,67.7%,91.5%
Rocky Mountain News,68,2004,31,39,41,146,183,207,75.6%,95.1%,70.5%,88.4%
Rocky Mountain News,68,2005,31,38,40,147,183,213,77.5%,95.0%,69.0%,85.9%
Rocky Mountain News,68,2006,28,37,39,149,183,219,71.8%,94.9%,68.0%,83.6%
Rocky Mountain News,68,2007,30,39,41,170,205,242,73.2%,95.1%,70.2%,84.7%
Rocky Mountain News,68,2008,28,34,37,134,153,183,75.7%,91.9%,73.2%,83.6%
Rocky Mountain News,68,2009,21,26,27,140,181,199,77.8%,96.3%,70.4%,91.0%
Times-Call,69,2001,6,9,9,27,39,39,66.7%,100.0%,69.2%,100.0%
Times-Call,69,2002,5,7,7,28,39,40,71.4%,100.0%,70.0%,97.5%
Daily Times-Call,69,2003,6,7,7,28,39,39,85.7%,100.0%,71.8%,100.0%
Daily Times-Call,69,2004,6,7,7,27,38,40,85.7%,100.0%,67.5%,95.0%
Daily Times-Call,69,2005,6,7,7,22,34,34,85.7%,100.0%,64.7%,100.0%
Daily Times-Call,69,2006,6,6,6,26,37,38,100.0%,100.0%,68.4%,97.4%
Daily Times-Call,69,2007,5,5,5,23,32,34,100.0%,100.0%,67.6%,94.1%
Daily Times-Call,69,2008,8,9,9,24,37,38,88.9%,100.0%,63.2%,97.4%
Times-Call,69,2009,7,8,8,18,27,28,87.5%,100.0%,64.3%,96.4%
Times-Call,69,2010,7,7,7,17,26,26,100.0%,100.0%,65.4%,100.0%
Times-Call,69,2011,6,6,6,18,25,25,100.0%,100.0%,72.0%,100.0%
Times-Call,69,2012,3,3,3,10,13,13,100.0%,100.0%,76.9%,100.0%
Times-Call,69,2014,2,2,2,8,11,11,100.0%,100.0%,72.7%,100.0%
The Pueblo Chieftain,70,2001,8,10,12,29,33,41,66.7%,83.3%,70.7%,80.5%
The Pueblo Chieftain,70,2002,8,10,12,27,31,39,66.7%,83.3%,69.2%,79.5%
The Pueblo Chieftain,70,2003,8,10,12,26,30,39,66.7%,83.3%,66.7%,76.9%
The Pueblo Chieftain,70,2004,8,10,12,29,33,40,66.7%,83.3%,72.5%,82.5%
The Pueblo Chieftain,70,2005,9,11,13,33,38,45,69.2%,84.6%,73.3%,84.4%
The Pueblo Chieftain,70,2006,9,12,14,32,37,44,64.3%,85.7%,72.7%,84.1%
The Pueblo Chieftain,70,2007,9,12,14,33,38,45,64.3%,85.7%,73.3%,84.4%
The Pueblo Chieftain,70,2010,9,10,12,28,34,40,75.0%,83.3%,70.0%,85.0%
The Pueblo Chieftain,70,2012,9,10,13,23,33,39,69.2%,76.9%,59.0%,84.6%
The Pueblo Chieftain,70,2014,5,5,6,17,21,32,83.3%,83.3%,53.1%,65.6%
Connecticut Post,73,2003,15,20,20,68,88,91,75.0%,100.0%,74.7%,96.7%
Connecticut Post,73,2006,16,21,21,70,87,89,76.2%,100.0%,78.7%,97.8%
Connecticut Post,73,2007,16,22,22,60,77,80,72.7%,100.0%,75.0%,96.3%
Connecticut Post,73,2008,15,19,19,64,74,76,78.9%,100.0%,84.2%,97.4%
Connecticut Post,73,2010,12,26,26,59,95,97,46.2%,100.0%,60.8%,97.9%
Connecticut Post,73,2012,6,10,10,41,55,59,60.0%,100.0%,69.5%,93.2%
The News-Times,74,2001,7,8,8,30,46,46,87.5%,100.0%,65.2%,100.0%
The News-Times,74,2004,8,13,13,26,46,48,61.5%,100.0%,54.2%,95.8%
The News-Times,74,2005,8,11,11,23,39,41,72.7%,100.0%,56.1%,95.1%
The News-Times,74,2007,4,8,8,19,37,39,50.0%,100.0%,48.7%,94.9%
The News-Times,74,2010,3,7,7,10,19,20,42.9%,100.0%,50.0%,95.0%
The News-Times,74,2012,2,5,5,11,19,21,40.0%,100.0%,52.4%,90.5%
The News-Times,74,2014,1,4,4,8,18,18,25.0%,100.0%,44.4%,100.0%
Hartford Courant,76,2001,40,52,61,155,214,248,65.6%,85.2%,62.5%,86.3%
Hartford Courant,76,2002,29,43,50,165,209,244,58.0%,86.0%,67.6%,85.7%
Hartford Courant,76,2003,31,45,51,147,192,223,60.8%,88.2%,65.9%,86.1%
Hartford Courant,76,2004,28,41,47,134,174,201,59.6%,87.2%,66.7%,86.6%
Hartford Courant,76,2005,37,53,58,161,208,234,63.8%,91.4%,68.8%,88.9%
Hartford Courant,76,2006,38,53,58,151,195,219,65.5%,91.4%,68.9%,89.0%
Hartford Courant,76,2007,32,46,50,149,193,219,64.0%,92.0%,68.0%,88.1%
Hartford Courant,76,2008,27,43,46,137,184,208,58.7%,93.5%,65.9%,88.5%
Hartford Courant,76,2011,17,26,28,74,106,113,60.7%,92.9%,65.5%,93.8%
Record-Journal,77,2001,10,11,11,28,36,39,90.9%,100.0%,71.8%,92.3%
Record-Journal,77,2002,10,12,12,28,35,40,83.3%,100.0%,70.0%,87.5%
Record-Journal,77,2003,9,11,11,26,33,37,81.8%,100.0%,70.3%,89.2%
Record-Journal,77,2004,10,13,14,26,34,38,71.4%,92.9%,68.4%,89.5%
Record-Journal,77,2005,9,11,12,25,30,33,75.0%,91.7%,75.8%,90.9%
Record-Journal,77,2006,5,7,8,19,27,29,62.5%,87.5%,65.5%,93.1%
Record-Journal,77,2008,6,9,9,24,30,33,66.7%,100.0%,72.7%,90.9%
Record-Journal,77,2009,8,11,12,29,38,40,66.7%,91.7%,72.5%,95.0%
The Middletown Press,79,2014,NULL,1,1,4,6,7,#VALUE!,100.0%,57.1%,85.7%
The Herald,80,2001,2,4,5,8,13,16,40.0%,80.0%,50.0%,81.3%
The Herald,80,2002,3,6,7,12,17,20,42.9%,85.7%,60.0%,85.0%
The Herald,80,2003,3,4,4,15,21,22,75.0%,100.0%,68.2%,95.5%
The Herald,80,2004,1,2,2,10,15,15,50.0%,100.0%,66.7%,100.0%
The Herald,80,2008,3,3,3,13,22,23,100.0%,100.0%,56.5%,95.7%
The Herald,80,2010,4,5,5,15,23,24,80.0%,100.0%,62.5%,95.8%
The Herald,80,2011,0,0,0,4,5,5,#DIV/0!,#DIV/0!,80.0%,100.0%
New Haven Register,81,2002,2,0,3,53,85,98,66.7%,0.0%,54.1%,86.7%
New Haven Register,81,2003,18,27,31,49,74,88,58.1%,87.1%,55.7%,84.1%
New Haven Register,81,2006,17,25,28,48,80,92,60.7%,89.3%,52.2%,87.0%
New Haven Register,81,2011,7,11,11,34,69,71,63.6%,100.0%,47.9%,97.2%
New Haven Register,81,2014,9,9,11,47,59,69,81.8%,81.8%,68.1%,85.5%
The Advocate and Greenwich Time,83,2001,12,17,18,36,51,56,66.7%,94.4%,64.3%,91.1%
The Advocate and Greenwich Time,83,2006,21,23,26,52,68,75,80.8%,88.5%,69.3%,90.7%
The Advocate and Greenwich Time,83,2010,7,7,8,15,23,27,87.5%,87.5%,55.6%,85.2%
The Advocate and Greenwich Time,83,2013,1,1,1,4,6,6,100.0%,100.0%,66.7%,100.0%
The Advocate and Greenwich Time,83,2014,2,3,3,7,10,10,66.7%,100.0%,70.0%,100.0%
The Chronicle,84,2004,2,3,3,7,12,12,66.7%,100.0%,58.3%,100.0%
The Chronicle,84,2006,4,6,6,6,11,11,66.7%,100.0%,54.5%,100.0%
The Chronicle,84,2007,3,5,5,6,12,12,60.0%,100.0%,50.0%,100.0%
The Chronicle,84,2008,4,6,6,9,14,14,66.7%,100.0%,64.3%,100.0%
The Chronicle,84,2009,3,4,4,6,9,9,75.0%,100.0%,66.7%,100.0%
The Chronicle,84,2010,4,5,5,7,10,10,80.0%,100.0%,70.0%,100.0%
The Chronicle,84,2012,3,4,4,4,8,8,75.0%,100.0%,50.0%,100.0%
The Chronicle,84,2013,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
The Chronicle,84,2014,4,6,6,5,10,10,66.7%,100.0%,50.0%,100.0%
Delaware State News,85,2001,5,5,5,14,19,19,100.0%,100.0%,73.7%,100.0%
Delaware State News,85,2002,3,3,3,15,19,19,100.0%,100.0%,78.9%,100.0%
Delaware State News,85,2011,1,1,1,9,13,13,100.0%,100.0%,69.2%,100.0%
Delaware State News,85,2013,2,3,3,10,14,14,66.7%,100.0%,71.4%,100.0%
Delaware State News,85,2014,2,3,3,9,12,13,66.7%,100.0%,69.2%,92.3%
The News Journal,86,2001,22,30,32,68,100,113,68.8%,93.8%,60.2%,88.5%
The News Journal,86,2002,23,28,34,73,98,113,67.6%,82.4%,64.6%,86.7%
The News Journal,86,2003,22,27,35,66,86,104,62.9%,77.1%,63.5%,82.7%
The News Journal,86,2004,23,25,33,72,88,106,69.7%,75.8%,67.9%,83.0%
The News Journal,86,2005,22,25,32,77,91,109,68.8%,78.1%,70.6%,83.5%
The News Journal,86,2006,27,32,39,86,102,123,69.2%,82.1%,69.9%,82.9%
The News Journal,86,2007,29,31,41,83,100,123,70.7%,75.6%,67.5%,81.3%
The News Journal,86,2008,25,29,35,78,95,113,71.4%,82.9%,69.0%,84.1%
The News Journal,86,2009,19,25,30,66,83,96,63.3%,83.3%,68.8%,86.5%
The News Journal,86,2010,16,23,26,58,75,86,61.5%,88.5%,67.4%,87.2%
The News Journal,86,2014,12,12,17,40,53,62,70.6%,70.6%,64.5%,85.5%
The Washington Post,88,2001,80,119,144,394,524,651,55.6%,82.6%,60.5%,80.5%
The Washington Post,88,2002,78,116,145,380,507,639,53.8%,80.0%,59.5%,79.3%
The Washington Post,88,2003,85,116,148,393,517,653,57.4%,78.4%,60.2%,79.2%
The Washington Post,88,2004,70,95,127,372,484,625,55.1%,74.8%,59.5%,77.4%
The Washington Post,88,2005,73,103,134,369,497,632,54.5%,76.9%,58.4%,78.6%
The Washington Post,88,2006,85,118,158,387,508,659,53.8%,74.7%,58.7%,77.1%
The Washington Post,88,2007,73,95,133,335,457,599,54.9%,71.4%,55.9%,76.3%
The Washington Post,88,2008,79,108,145,325,438,585,54.5%,74.5%,55.6%,74.9%
The Washington Post,88,2009,61,89,114,269,363,487,53.5%,78.1%,55.2%,74.5%
The Washington Post,88,2010,77,104,136,284,393,518,56.6%,76.5%,54.8%,75.9%
The Washington Post,88,2011,50,64,83,264,357,464,60.2%,77.1%,56.9%,76.9%
The Washington Post,88,2012,63,90,120,295,410,549,52.5%,75.0%,53.7%,74.7%
The Washington Post,88,2013,86,132,171,260,377,491,50.3%,77.2%,53.0%,76.8%
The Washington Post,88,2014,48,67,92,274,369,511,52.2%,72.8%,53.6%,72.2%
The News-Journal,91,2001,21,41,42,76,123,130,50.0%,97.6%,58.5%,94.6%
The Daytona Beach News-Journal,91,2002,26,48,49,82,137,145,53.1%,98.0%,56.6%,94.5%
The Daytona Beach News-Journal,91,2003,20,35,36,72,119,130,55.6%,97.2%,55.4%,91.5%
The Daytona Beach News-Journal,91,2004,19,28,28,90,142,151,67.9%,100.0%,59.6%,94.0%
The Daytona Beach News-Journal,91,2005,14,22,22,77,129,139,63.6%,100.0%,55.4%,92.8%
The Daytona Beach News-Journal,91,2006,16,28,29,77,121,138,55.2%,96.6%,55.8%,87.7%
The Daytona Beach News-Journal,91,2007,22,34,36,82,129,143,61.1%,94.4%,57.3%,90.2%
The Daytona Beach News-Journal,91,2008,20,27,29,90,137,152,69.0%,93.1%,59.2%,90.1%
The Daytona Beach News-Journal,91,2009,5,8,10,36,59,69,50.0%,80.0%,52.2%,85.5%
The Daytona Beach News-Journal,91,2010,15,19,20,54,77,86,75.0%,95.0%,62.8%,89.5%
The Daytona Beach News-Journal,91,2012,7,15,15,46,71,79,46.7%,100.0%,58.2%,89.9%
The Gainesville Sun,93,2001,12,15,18,32,50,57,66.7%,83.3%,56.1%,87.7%
The Gainesville Sun,93,2002,13,16,20,36,52,61,65.0%,80.0%,59.0%,85.2%
The Gainesville Sun,93,2003,13,14,19,34,47,56,68.4%,73.7%,60.7%,83.9%
The Gainesville Sun,93,2005,14,14,17,31,44,51,82.4%,82.4%,60.8%,86.3%
The Gainesville Sun,93,2006,13,14,18,32,43,54,72.2%,77.8%,59.3%,79.6%
The Gainesville Sun,93,2008,11,14,17,24,37,44,64.7%,82.4%,54.5%,84.1%
The Gainesville Sun,93,2009,12,15,18,30,40,48,66.7%,83.3%,62.5%,83.3%
The Gainesville Sun,93,2011,13,18,20,46,64,73,65.0%,90.0%,63.0%,87.7%
The Times,94,2001,6,7,7,18,23,26,85.7%,100.0%,69.2%,88.5%
The Times,94,2002,7,14,14,18,30,33,50.0%,100.0%,54.5%,90.9%
The Times,94,2003,5,4,5,18,22,26,100.0%,80.0%,69.2%,84.6%
The Times,94,2004,6,7,7,20,22,26,85.7%,100.0%,76.9%,84.6%
The Times,94,2006,5,7,7,20,29,30,71.4%,100.0%,66.7%,96.7%
The Times,94,2007,6,8,8,16,24,24,75.0%,100.0%,66.7%,100.0%
The Times,94,2011,4,8,8,10,20,23,50.0%,100.0%,43.5%,87.0%
The Florida Times-Union,96,2001,33,37,39,108,134,152,84.6%,94.9%,71.1%,88.2%
The Florida Times-Union,96,2002,33,39,41,113,141,157,80.5%,95.1%,72.0%,89.8%
The Florida Times-Union,96,2003,32,39,40,105,137,151,80.0%,97.5%,69.5%,90.7%
The Florida Times-Union,96,2004,31,38,40,106,129,144,77.5%,95.0%,73.6%,89.6%
The Florida Times-Union,96,2006,21,26,27,94,116,128,77.8%,96.3%,73.4%,90.6%
The Florida Times-Union,96,2007,29,36,37,108,139,150,78.4%,97.3%,72.0%,92.7%
The Florida Times-Union,96,2009,25,29,31,92,124,137,80.6%,93.5%,67.2%,90.5%
The Florida Times-Union,96,2010,20,27,27,88,120,130,74.1%,100.0%,67.7%,92.3%
The Florida Times-Union,96,2011,14,18,18,66,91,102,77.8%,100.0%,64.7%,89.2%
The Florida Times-Union,96,2012,10,14,14,55,75,79,71.4%,100.0%,69.6%,94.9%
The Florida Times-Union,96,2013,6,9,9,49,61,63,66.7%,100.0%,77.8%,96.8%
The Florida Times-Union,96,2014,8,11,11,58,68,73,72.7%,100.0%,79.5%,93.2%
The Ledger,98,2001,15,18,21,54,73,86,71.4%,85.7%,62.8%,84.9%
The Ledger,98,2002,17,19,22,54,69,81,77.3%,86.4%,66.7%,85.2%
The Ledger,98,2003,17,19,22,53,66,79,77.3%,86.4%,67.1%,83.5%
The Ledger,98,2004,17,19,22,51,69,80,77.3%,86.4%,63.8%,86.3%
The Ledger,98,2005,18,18,21,54,67,78,85.7%,85.7%,69.2%,85.9%
The Ledger,98,2006,17,19,24,54,66,83,70.8%,79.2%,65.1%,79.5%
The Ledger,98,2007,16,19,25,53,68,87,64.0%,76.0%,60.9%,78.2%
The Ledger,98,2008,13,17,22,49,61,76,59.1%,77.3%,64.5%,80.3%
The Ledger,98,2009,13,15,19,43,52,61,68.4%,78.9%,70.5%,85.2%
The Ledger,98,2010,13,15,19,40,49,59,68.4%,78.9%,67.8%,83.1%
The Ledger,98,2011,9,9,12,33,38,46,75.0%,75.0%,71.7%,82.6%
The Ledger,98,2012,7,8,10,35,42,52,70.0%,80.0%,67.3%,80.8%
The Ledger,98,2013,7,9,11,35,42,48,63.6%,81.8%,72.9%,87.5%
